GeneID	Myers_H1-hESC_cell_2x75_200_1	Myers_H1-hESC_cell_2x75_200_2	Myers_HUVEC_cell_2x75_200_1	Myers_HUVEC_cell_2x75_200_2
101927330	28	27	25	18
84269	635	792	427	395
107985934	0	0	6	1
400999	16	24	36	21
6574	4241	4309	9905	5079
102724955	0	0	2	1
284958	71	51	111	34
150468	608	449	1602	486
3552	24	28	254	137
3553	0	1	17	16
105373563	0	1	1	0
27178	6	5	10	2
56300	2	1	0	0
27179	0	0	0	0
27177	0	0	0	0
26525	0	0	0	0
84639	0	0	0	0
3557	0	0	1	0
23550	54	107	5	7
7849	1	7	66	87
654433	3	4	327	509
105373567	0	0	0	0
101927400	6	6	20	6
107985936	0	0	0	2
150472	719	768	1221	571
112268422	12	11	17	6
200350	2	1	1	0
101927424	0	0	0	0
103344932	0	0	1	1
729468	0	0	1	1
654412	4	4	0	0
100302128	3	1	0	0
375260	392	445	293	240
84771	3	3	143	95
118433	157	164	640	478
11159	366	433	471	280
112268423	19	15	18	9
80255	963	700	2407	1464
100616208	0	0	0	1
105373570	2	2	0	0
101060091	2	3	5	9
10096	4412	3899	17753	9838
440900	0	0	4	2
100499194	0	0	2	1
57628	254	261	0	0
101927591	0	0	0	0
105373575	0	0	1	0
105373574	0	0	0	0
107985937	2	1	0	0
389023	36	63	0	0
107985938	0	0	0	0
105373572	0	0	0	0
105373576	0	0	0	0
8886	4708	3829	4871	2614
107985939	91	77	41	24
54520	1528	1275	3719	2656
101929908	1	5	4	1
102723413	1	0	0	0
107985940	0	0	2	2
51141	299	284	1381	787
100506797	19	27	1	1
105373578	2	1	0	0
107985815	0	1	0	0
105373579	1	2	0	0
101927709	0	0	0	0
2019	3	3	0	0
8685	0	0	0	0
165257	41	66	0	0
107985941	0	0	0	0
55240	1490	1537	2330	1367
100874111	158	152	227	107
105373581	349	350	360	232
130355	99	99	378	210
1622	3651	3726	4932	3137
140738	327	409	122	190
6344	44	38	0	5
107105282	2	4	0	0
200373	2	7	3	4
80775	1324	1487	483	312
101927764	96	66	23	16
5775	2119	1810	715	444
107985817	1	1	0	0
57669	1554	1477	1447	1079
105373582	90	65	58	39
79134	692	840	2992	2465
105373583	0	0	5	1
5899	529	580	6899	4795
105373584	0	0	0	0
105373989	2	0	2	0
3625	28	37	8	2
84931	0	0	0	0
105373585	15	4	7	6
2736	3362	3264	1	0
105373587	0	0	0	0
105373588	0	0	0	0
29842	192	231	1	0
23332	3544	3175	4688	3135
107985942	50	43	17	7
100151683	5	7	7	3
254128	290	284	465	249
84365	1174	1131	1780	967
7247	3076	2862	5155	2719
105373590	2	1	1	0
101927801	5	1	1	0
105373592	0	1	0	0
105373591	0	0	0	0
105373593	0	0	0	0
107985943	13	11	0	0
105373594	0	0	0	0
105373595	0	0	0	0
105373596	0	0	0	0
107985818	0	0	0	0
107985819	0	0	0	0
107985820	0	3	0	0
129684	16	15	0	0
105373598	0	0	0	0
105373597	0	0	0	0
105373600	0	0	0	0
105373601	0	0	0	0
105373602	0	0	0	0
2995	801	973	66	14
105373603	0	0	0	0
101929926	0	0	0	0
105373604	10	24	2	0
274	2366	2274	2965	2924
105373605	1	1	2	0
339761	272	316	79	126
2071	2784	2603	2962	1750
10746	564	457	1280	834
100506922	56	66	63	54
5624	32	56	5	3
100616187	2	0	0	0
105373608	18	29	10	11
55677	3703	3405	3821	2506
4648	2	2	29	23
105373609	0	0	0	0
101927834	1	0	2	2
55679	164	173	817	1019
2840	36	11	18	12
55339	4310	3774	3496	1996
84826	346	309	225	121
5433	3170	3287	2941	1542
83607	1871	1709	2906	2259
107985944	36	30	52	33
79595	4170	4234	2802	2062
56886	5735	4514	12497	8863
9394	4490	4740	1598	1268
105373610	1	0	1	0
105373611	5	3	0	0
101927881	7	14	0	0
151121	0	0	0	0
105373612	0	0	0	0
105373613	0	0	0	0
105373614	0	0	0	0
107985945	1	1	0	0
105373615	4	8	0	0
105373616	2	3	0	0
389033	7	14	0	1
101927924	0	2	0	0
100131320	10	4	15	25
84084	15	14	98	84
440905	245	269	1	2
728378	51	100	38	17
105373617	0	0	0	0
285103	46	50	1	1
91409	177	211	12	8
55627	6284	5774	5289	3334
80097	1662	2357	2734	3120
112714	4	2	3	1
100189418	0	0	0	0
84317	517	596	962	655
92856	2994	3139	2866	1854
26469	643	742	1607	1147
105373618	1	3	2	2
100216479	914	853	2	1
646802	19	39	1	1
653269	96	120	217	75
653275	2	2	0	0
646743	0	0	0	0
107985778	0	0	0	0
150527	0	0	0	0
55997	6	2	0	0
653781	77	98	237	82
100132708	13	24	1	2
344561	0	0	0	0
205147	20	9	0	0
50649	2493	2631	3500	2427
130074	2620	2579	6529	4552
55041	3636	3264	7334	4976
445582	70	104	123	58
112268424	0	0	0	0
440910	38	33	0	1
150786	30	36	83	92
112268425	0	0	0	0
389043	2	0	0	0
401010	48	45	78	39
653784	1628	2127	1424	1505
113457	32	33	17	10
100616378	23	15	13	1
150776	2103	2075	1669	1217
90557	630	672	144	51
440915	3	4	35	6
101927994	1	1	0	0
29798	117	94	1825	1072
408029	3	3	38	21
101928067	4	6	0	0
554226	1	1	0	0
100313824	0	0	1	0
105373622	1	0	0	0
646915	2	6	1	0
339742	6	8	0	1
2863	61	65	758	198
113218485	0	0	0	0
116372	60	69	1184	362
105373623	3	2	69	9
344148	45	43	77	56
101928185	0	0	0	0
112268439	0	1	1	1
101928161	12	14	0	0
105373627	0	0	0	0
105373628	0	0	0	0
4249	2864	2613	10591	6681
100500878	1	1	0	0
81615	111	150	133	17
105373629	4	4	5	1
130013	32	43	11	5
100847069	0	0	0	0
100129961	131	128	41	25
905	1893	1440	2161	1193
80122	1	0	2	3
22930	1865	1734	3912	2858
109616967	0	0	4	1
84083	588	501	398	258
23518	2661	2238	3041	1628
406915	0	0	0	0
107985946	172	183	296	212
23190	2239	2157	8544	5202
3938	1	0	0	0
100507600	0	0	0	0
4175	8571	7618	3906	1964
1615	2746	2684	2605	1497
101928243	274	244	163	107
112268426	3	3	142	158
7852	43	45	1009	1108
107985947	0	0	0	0
105373633	0	0	0	0
80731	105	139	2	0
105373634	0	0	0	0
101928273	0	0	0	0
3176	38	64	360	211
107985948	1	1	10	2
105373636	0	1	1	0
105373635	0	0	0	0
105373637	14	7	28	13
339745	344	270	1145	589
11249	135	97	0	0
647012	0	0	0	0
105373639	0	0	0	0
105373640	0	0	0	0
107985821	0	0	0	0
105373643	0	0	0	0
105373641	0	0	0	0
105373644	0	0	0	0
105373645	0	0	0	0
105373647	0	0	0	0
107985822	0	0	0	0
53353	17	17	27	16
102465692	0	0	0	0
105373649	0	0	0	0
107985779	1	0	1	0
105373648	0	0	0	0
105373651	0	0	0	0
107985823	0	0	0	0
105373652	0	0	0	0
8942	4	2	40	36
55843	0	1	0	0
107985949	0	0	0	0
101928361	0	0	0	0
105373654	0	2	0	0
101928386	3	0	4	2
79712	387	325	823	474
9839	33	29	2558	1591
100303491	1	2	12	11
101928455	0	0	1	0
105373656	0	0	6	6
401014	5	6	0	0
105373663	0	0	0	0
105373662	0	0	0	0
100505498	4	5	0	0
105373664	0	0	0	0
105373665	0	0	0	0
105373666	0	0	0	0
105373667	0	2	0	0
728773	2	2	2	0
105373669	0	0	0	0
105373668	0	0	0	0
107985824	0	0	0	0
92	561	490	420	240
5000	1043	992	1119	605
105373674	1	0	0	0
55777	447	356	854	542
105373673	3	1	2	0
26122	855	859	1358	909
101928526	0	0	0	0
3800	3427	3236	26	23
112267889	6	4	0	0
101928553	3	10	0	0
130576	92	81	0	0
105373678	0	0	0	0
105373677	1	0	0	0
105373679	0	0	0	0
130574	520	406	424	371
113218495	0	0	0	0
27249	2722	2445	5840	2996
101929231	331	247	365	159
105373680	0	0	1	1
150596	0	0	1	2
105373682	0	0	0	0
105373684	0	0	0	0
105373683	0	0	0	0
105373685	0	0	1	0
390	1010	860	11477	9228
101929260	1	0	0	0
101929282	0	0	0	0
105373686	0	0	0	0
107985825	0	0	0	0
107985826	0	0	0	0
375287	93	124	661	323
9111	107	151	1256	693
107985827	0	0	0	0
101929319	7	3	0	0
7130	35	21	0	0
100616392	0	0	0	0
100616418	0	0	0	0
55183	4202	3385	4822	2621
4703	297	313	406	175
101929356	102	76	118	65
26225	1101	932	2916	1628
785	156	127	17	8
10254	309	285	1462	928
105373689	11	4	3	3
105373688	0	0	0	0
114793	3150	2739	4959	4172
105373690	22	4	25	14
55660	5613	4862	8723	4974
151188	1372	1115	1190	777
105373691	0	0	0	0
107985950	0	0	0	0
107985951	0	0	0	0
56475	581	522	0	0
114805	420	359	3	3
100144595	2	1	0	0
105373692	1	0	0	0
105373694	0	0	0	0
105373693	2	1	0	0
3760	20	9	0	0
105373696	0	0	0	0
107985952	0	0	0	0
105373698	0	0	0	0
105373699	1	0	0	0
105373700	1	0	0	0
107985953	1	0	0	0
107985828	2	0	0	0
105373703	2	4	0	0
101929378	38	27	0	0
4929	21	10	129	39
440918	65	51	56	27
100189021	0	0	0	0
100189208	0	0	0	0
2820	1716	1383	3057	1612
105373707	4	0	0	0
105373708	0	0	0	0
107985955	0	0	0	0
105373710	0	0	4	0
105373709	0	0	0	1
11227	15	6	1	0
57471	3	11	0	0
728066	181	236	213	105
105373711	0	0	0	0
9595	2	3	0	0
105373712	0	2	0	0
130399	17	26	3	0
105373713	4	0	1	1
90	810	797	2925	1893
105373714	2	1	0	0
151531	0	0	0	0
554201	1	3	1	0
130940	22	29	11	4
8502	4775	4419	3748	2790
105373715	3	2	1	1
107985780	129	87	153	91
100129029	242	233	166	120
92196	0	0	0	0
85461	606	647	8263	4945
102465535	0	0	1	0
105373716	44	42	41	27
151525	236	260	303	250
29994	1737	1388	3409	2431
643072	118	103	119	91
64844	2617	2222	5554	3779
100526664	120	117	997	591
9936	39	32	501	430
4065	94	103	667	219
22925	171	130	5042	4398
105373717	2	1	13	7
3694	0	0	8	3
100505984	0	0	3	2
5937	2431	2065	5514	3315
100616364	8	6	6	13
105373718	0	0	0	0
105373719	0	0	1	0
10010	397	328	3383	1627
101929512	3	0	1	0
100996579	31	56	0	0
10213	3589	3320	7223	3386
10716	0	0	3	1
105373720	0	0	0	0
285116	563	335	790	417
57282	28	27	2	0
105373722	0	0	0	0
1803	224	231	414	103
100131604	14	12	29	10
101929532	0	0	12	5
2641	0	0	0	0
2191	0	0	181	47
105373724	0	0	0	0
64135	102	122	403	269
25801	1063	933	186	117
90134	35	19	1	1
101929570	0	4	0	0
105373727	0	0	0	0
107985829	0	0	0	0
105373728	0	0	0	0
55137	1207	762	537	244
107985957	2	2	3	1
2888	201	190	2337	968
22837	123	94	1367	780
100337591	0	0	1	0
101929633	0	0	0	2
151258	0	0	0	0
6328	1	3	1	0
6326	28	27	1	0
80034	186	149	3	0
2591	631	598	21	7
105373730	4	5	7	2
100506124	59	24	56	31
79809	960	687	1512	1172
100506134	1	1	5	3
102724058	1	0	1	2
6323	25	17	5	3
101929680	26	17	16	2
6335	221	114	128	23
6332	12	13	0	0
107985958	0	0	0	0
129446	4	8	48	3
100874011	0	0	0	0
8708	484	318	2	1
105616981	70	47	0	0
27347	1093	1133	1506	778
107985959	18	10	4	0
105373733	1	0	0	0
105373734	0	2	2	2
102724081	4	2	28	22
253782	1337	1100	1709	740
100616356	0	0	1	0
100861402	438	405	528	238
115677	85	74	48	25
57405	532	562	651	208
57818	0	0	0	0
8647	2	1	31	20
10170	0	0	5	2
4036	464	289	0	0
129880	23	34	346	305
10324	0	1	18	13
79675	1379	1234	1153	744
9360	2584	2417	3192	1831
129881	21	25	3	1
493911	86	80	41	26
100526832	1174	1071	318	188
151230	1197	1089	309	188
6741	4277	3966	7152	3595
29081	1060	1160	1934	1165
109617017	1	0	1	0
130507	994	665	3441	1822
140469	21	16	1	1
105373735	0	0	0	0
101929753	0	0	0	0
100130256	3	4	0	0
101926913	5	3	0	0
440925	1	0	0	0
389058	43	34	0	0
285141	141	162	0	0
2571	55	46	7	5
26003	3954	3973	5853	4209
9874	2224	1866	2445	1636
107983995	1	3	1	2
105373737	3	0	4	4
79828	2198	1641	1656	1054
80067	1098	937	1085	773
79901	367	333	1564	1813
1781	3074	2939	8268	6077
8604	538	444	1448	737
105373739	0	0	0	0
105373740	0	0	0	0
8520	1860	1457	2603	1239
254042	317	226	323	215
1745	1	0	1	2
1746	1	4	1	0
104326193	0	0	0	0
105373741	0	0	0	0
107985960	0	1	6	0
105376738	0	0	1	0
105373742	0	0	0	0
3655	6759	6024	19033	7635
101929947	2	2	7	2
5163	1273	1453	631	469
91149	3	2	0	1
11069	90	110	235	302
51776	487	420	3390	2148
339751	39	45	195	113
105373743	5	1	0	0
83879	3292	2653	1468	748
105373744	0	0	0	0
107985961	37	43	0	0
105373745	2	0	0	0
6670	2361	1969	3166	1720
100128905	0	0	0	0
105373746	0	0	0	4
29789	2683	2713	5645	3071
285084	3	2	0	0
102724194	1	0	0	0
100131390	4	1	0	0
9541	377	418	1076	611
79634	132	139	870	526
151556	94	37	173	92
105373748	7	8	4	6
7456	251	283	1971	1534
440926	6202	3803	3974	1700
1134	0	6	184	115
105373750	1	2	0	0
1123	1752	1611	966	487
1386	1177	879	2141	1391
100126350	7	3	0	1
518	6262	7700	7002	4489
105373752	0	0	0	0
107985962	4	5	0	0
80856	303	258	655	429
107985830	0	0	0	0
344191	0	0	0	0
3239	0	1	0	0
3238	0	0	0	0
107985805	0	0	0	0
3237	2	0	0	0
3236	0	0	2	0
3235	2	0	238	195
100129455	0	0	36	29
3234	0	0	599	370
100506783	0	0	84	44
401021	0	0	107	75
406903	0	0	12	6
3233	1	0	990	602
3232	2	0	195	135
401022	3	0	1655	1393
102800310	0	1	112	96
3231	1	0	722	947
102465802	0	0	17	43
10651	1188	1169	1715	1056
100302142	0	0	0	0
105373754	2	1	32	35
375295	0	11	742	473
102724224	1	1	59	51
105369143	0	0	1	0
101929963	13	5	5	0
105373757	0	0	0	0
107985966	0	0	0	0
105373756	0	0	0	0
107985965	0	0	0	0
105373760	0	1	0	0
105373759	23	9	4	4
220988	23594	22795	26416	15026
100616394	596	410	365	241
4780	1085	984	3708	2445
100422824	0	0	0	0
100130691	43	81	117	105
102465255	0	0	2	2
8540	1915	1699	7949	4339
105373762	0	1	4	2
150737	165	156	196	125
92104	202	221	345	187
50940	23	19	7	1
105373764	2	2	1	0
129831	289	265	610	358
114880	307	302	668	563
101927027	117	152	406	225
8575	1232	1162	1492	1036
494513	81	122	40	36
51661	108	120	884	552
65977	287	306	895	450
100506866	171	157	294	174
7273	1011	779	1227	734
101927055	3	4	3	3
285025	139	167	10	6
105373766	1	1	2	0
91404	1126	780	3252	4070
151126	116	116	0	0
101927073	0	2	0	0
107985967	3	8	0	0
100302172	0	0	0	0
57703	1372	1161	1317	742
105373767	0	0	0	0
105373768	1	0	0	0
105373769	1	0	0	0
105373770	0	0	0	0
101669767	0	0	0	0
105373771	0	0	0	0
105373772	4	8	0	0
10477	2136	1984	3365	1834
107985831	0	1	0	0
101927156	0	0	2	0
100616213	0	0	0	0
3676	110	95	1270	774
375298	11	11	79	59
4760	2	2	0	0
6744	339	246	10693	6642
151242	29	30	10	17
102724288	0	0	0	0
5136	2	3	9	6
101929976	0	0	1	0
54431	3274	2622	11847	9381
2487	240	230	0	1
10787	8166	6086	14511	9362
142679	48	35	60	45
129401	1011	963	681	323
105373774	5	10	13	3
105373775	1	0	0	0
105373777	1	1	0	0
102724340	1	0	0	0
105373776	0	0	0	0
100616305	0	0	0	0
107985968	0	0	0	2
105373779	0	0	0	0
105373780	0	1	3	0
91752	1	0	120	16
105373782	0	0	0	0
105373781	0	0	0	0
107985832	0	1	0	0
101927196	9	3	0	0
107985782	17	16	0	0
401024	123	58	17	2
107985781	2	2	1	0
107985783	6	8	12	8
101927217	5	6	6	5
105373785	39	40	24	15
55854	2547	2229	5509	2684
107985784	0	1	3	4
3685	2396	1472	26592	22040
165215	792	701	1528	759
151112	1	0	0	0
105373786	5	5	38	23
10203	100	70	6081	3978
7035	91	81	10878	8772
105373788	0	0	0	0
104355152	451	306	0	0
51454	2284	1770	1236	879
693146	1	1	1	0
105373790	0	0	0	0
116093	0	0	0	0
105373791	11	1	3	3
1281	387	41	48	93
100302219	0	0	0	0
100616324	0	0	0	0
100500837	5	1	0	1
1290	2369	1908	26087	31705
100422908	0	0	2	0
101927252	2	0	13	7
84128	2623	2350	3773	2056
30061	8	1	2847	2607
54529	1042	867	2057	1107
110599588	131	133	425	210
105373793	11	10	11	4
150709	58	63	106	62
64172	358	328	277	170
101409258	3	5	4	3
94101	976	884	1612	1101
5378	1132	1032	1053	637
105373796	44	22	34	19
84281	40	28	42	19
105373795	0	0	0	0
2660	0	0	2	0
105373794	0	0	6	1
26275	792	708	1316	714
3628	70	107	1674	942
54842	244	191	291	109
105373802	4	3	1	0
100131211	207	196	151	82
105376748	28	24	9	3
4664	1050	878	1479	1039
2744	1774	992	7940	5085
6772	2806	2340	7828	7232
105373805	2	2	3	4
107985785	0	0	2	0
6775	32	25	32	37
105373804	1	0	0	0
4430	3421	2811	3903	1178
107985833	1	0	0	0
64859	64	59	2869	1252
105747689	3	3	125	49
105373811	0	0	0	0
105373812	0	0	0	0
729254	0	0	1	0
8436	4	0	16864	14151
23671	82	51	22	24
105373813	0	0	26	15
101927366	0	0	6	3
105376754	5	8	7	2
112268441	0	0	0	0
64002	0	0	0	0
107985969	9	8	1	1
105373815	0	0	0	0
101927406	0	0	0	0
105373816	0	0	0	0
105376755	0	0	0	0
101927431	0	0	0	0
105373817	0	0	0	0
105373818	0	0	0	0
57181	8661	5721	3537	2773
56171	40	29	41	22
107985972	11	3	5	1
105373819	0	0	0	0
9262	241	185	792	472
101927454	7	5	4	9
57520	215	215	6998	3844
101927482	0	0	21	19
105373822	0	0	0	0
105373821	0	1	0	0
105373823	1	0	0	0
284992	824	656	168	105
100130452	0	1	0	0
9330	1550	1563	2910	1914
401027	2	1	45	15
80055	1066	801	2333	1332
91526	44	31	211	118
101927596	0	0	0	0
105373826	0	0	1	0
101927547	0	0	1	0
105373824	0	1	0	0
23451	16270	14836	17985	11714
80219	500	377	1097	825
3329	35200	33008	26171	14179
106635540	1146	1114	1477	633
100529241	5070	4896	4439	2013
3336	4986	5899	5457	2622
25843	984	938	1219	634
130132	113	72	122	86
92935	1395	1125	402	228
66037	3	3	0	0
105373828	0	0	4	4
5334	2	0	1106	772
101927619	0	0	0	0
105373831	0	2	0	0
105373830	0	0	0	0
23314	245	148	92	45
150538	0	0	0	0
101927641	0	0	0	0
348751	24	37	21	11
101927687	4	8	3	1
205327	785	575	893	485
129450	442	447	510	341
79568	599	590	735	411
105373833	0	0	0	0
26010	4473	4158	4016	1918
107985786	4	5	0	0
101927741	930	990	541	307
130535	130	163	386	245
151246	577	495	1511	458
316	332	376	28	8
107161151	0	0	0	0
100507140	0	2	0	0
101927795	284	221	853	341
9689	6252	5325	18934	8520
1195	615	612	1705	1397
53938	569	566	505	275
60491	1767	1766	553	289
4999	1664	1492	1750	973
105373835	139	87	88	51
285172	207	169	935	553
4709	539	678	1618	1096
105373836	7	9	12	2
8837	507	545	10656	8306
65072	22	16	511	326
843	255	267	1344	877
841	98	115	492	277
130540	12	2	31	8
66008	908	748	3625	1935
55437	943	956	642	380
151254	3	3	7	3
65062	1156	949	1564	968
58538	1	2	328	109
57679	2234	2006	3597	2121
65061	2	2	0	0
8324	14007	13731	12	9
100652824	1	5	1	1
729224	3	0	0	1
7341	3884	4390	4787	2872
51602	3615	3766	4118	2127
692110	2	5	0	0
109616995	31	18	16	8
100113392	1	2	1	0
692058	10	5	5	5
107985976	6	7	43	13
659	875	686	15076	9688
150864	891	889	430	294
130026	103	109	187	133
55759	2537	2371	2191	1109
79800	143	124	116	96
65065	856	1011	2266	1374
57404	658	661	1062	823
10152	5598	5049	5555	4973
65059	777	555	2658	2363
940	0	3	1	1
1493	0	0	0	0
101927840	0	0	0	0
29851	0	0	0	0
105373845	0	0	0	0
117583	500	306	1044	736
8828	3150	3285	15851	8205
105373847	0	1	0	2
54891	1394	1099	988	653
105373848	0	0	0	0
4719	4155	3552	6372	3985
100329109	44	33	58	46
1933	11341	14372	13538	12279
26798	12	6	9	6
619569	13	5	6	5
2825	21	13	4	1
101669764	1	0	0	0
57683	661	442	687	506
8745	1117	1093	2447	1439
200726	0	0	2	0
391475	0	0	12	2
130752	92	83	21	11
22868	1625	1443	2377	1299
100423002	0	0	0	0
100422993	0	0	0	0
130749	248	369	139	115
8609	1316	868	3580	2858
100423036	1	0	2	2
102465835	1	1	0	1
101927865	1	6	5	5
105373853	1	1	7	6
105373852	0	0	0	0
100302130	0	0	0	0
105373851	1	2	6	3
1385	2011	1769	2447	1360
151194	898	969	368	262
102724714	2	3	1	0
151195	1028	892	2276	1294
7855	3029	2756	856	530
100616361	20	26	47	23
389072	447	312	874	515
105373854	0	0	1	0
100507443	0	1	0	0
1421	99	104	0	0
1420	0	0	0	0
1419	2	1	0	0
1418	0	0	0	0
389073	7	18	0	0
3417	12779	11246	6335	3047
100507475	23	30	18	11
200576	2289	1639	3694	2158
5746	22	12	0	0
105373855	3	6	0	0
101927960	1	0	0	0
105373857	5	10	0	0
105373856	13	7	0	0
4133	506	396	1334	560
285175	71	75	0	0
6120	1477	1442	2752	1509
151050	487	368	554	295
101928020	14	6	21	8
112268429	0	1	0	0
107985977	4	2	1	3
33	18	18	0	1
4632	0	0	0	0
102724820	6	13	6	5
10314	1644	1656	2857	2303
1373	608	603	174	315
29034	0	0	0	0
107985978	0	0	0	0
2066	24	23	7	19
100313771	0	0	0	0
107985979	0	0	0	0
102725079	0	0	0	0
100616267	0	0	0	0
100616472	0	0	0	0
102725082	1	1	0	0
107985980	0	1	0	0
22807	133	98	11	7
105373863	0	0	0	0
105373864	0	0	0	0
107985981	1	1	0	0
100130451	2	0	0	0
79582	293	326	296	212
100616375	0	0	0	0
101928084	0	0	0	0
402117	0	0	0	0
100885780	0	0	0	0
580	809	640	489	251
101928103	7	6	11	9
109617008	0	0	1	0
26154	0	2	7	4
471	8724	7932	3878	2164
2335	9187	6897	456865	530513
112268430	88	64	3254	4381
105373868	6	4	2	4
102724849	0	0	0	2
102724861	0	0	86	36
646324	6	6	4972	4450
105373869	0	0	117	115
105373870	0	0	0	0
55686	807	809	234	112
55825	422	438	216	147
92691	154	109	6	10
7520	24354	23929	21662	12115
150967	860	516	536	288
57574	351	313	4027	2090
107985983	0	0	2	2
107985985	1	2	1	0
107985984	0	0	0	0
50485	1067	1048	1597	1134
100507554	81	92	76	56
6168	31664	37785	35105	34178
101928156	213	329	117	86
101928180	12	8	3	5
105373871	2	4	1	0
101928232	1	0	0	0
3485	8662	12727	5617	4936
3488	233	354	9	13
101928278	0	4	0	1
7141	0	0	0	0
105373876	0	0	0	0
101928327	0	0	0	0
105373874	0	0	0	0
105373873	0	0	0	0
105373872	0	0	0	0
105373877	0	0	3	2
729582	4	3	1	1
7145	358	406	3390	1731
109623482	0	0	0	0
102465485	0	0	0	0
105373878	11	6	9	13
285180	19	39	0	0
3580	6	12	0	0
3579	38	66	0	0
3577	0	1	0	0
101928487	33	30	15	7
10109	5477	5825	20050	13391
100189253	0	1	4	1
151306	14	15	10	5
14	5510	6119	3356	2190
25953	1159	1258	2424	2396
64114	1395	1588	9616	7153
102465256	29	26	99	94
105373881	0	1	6	7
105373880	6	9	45	34
103689911	6	3	1	5
102466197	1	1	1	2
375307	12	5	0	1
101928513	5	9	0	1
6556	8	10	1	5
58190	1351	1314	2816	2369
407017	0	0	0	0
7429	490	527	147	88
57695	991	654	723	450
9125	3937	4129	3537	2068
84812	159	161	291	154
7701	2011	1904	2784	1828
617	826	935	1880	1211
64320	699	773	1170	654
27148	1708	1643	1249	1250
9654	4125	3565	2022	1246
1593	448	575	552	591
107985986	0	2	2	1
53632	10	5	4	1
103504730	0	0	0	0
7475	2	1	0	0
80326	0	3	0	1
107984111	0	0	0	0
105373882	0	0	0	0
101928537	4	5	0	0
8941	7	9	0	0
151300	0	0	0	0
54738	2	0	1	0
1412	0	0	0	0
494324	0	0	0	0
100129175	0	0	0	0
255101	17	25	1	5
107985987	0	0	0	0
3549	5	4	2	1
100422957	0	0	0	0
79840	740	856	752	445
151295	19	19	169	130
27013	1851	1989	2148	1642
79137	2298	2214	3609	2316
130617	261	319	579	457
10058	2804	3073	1490	912
79065	3201	3270	5270	3943
55139	1884	1902	1023	784
79411	128	153	465	616
8576	802	928	766	691
7277	1840	2198	579	163
80086	19	19	5	3
3300	921	1150	1134	1224
5798	433	483	4	2
406944	1	0	0	0
389075	0	0	0	0
107985835	0	0	0	0
105373883	7	10	2	5
23549	2150	2637	2180	1764
105373884	8	17	0	1
1674	92	134	4	1
10290	1464	1977	33	106
105373885	2	1	0	0
100996693	18	27	5	7
29926	1339	1432	1787	1392
55515	8	25	0	0
79586	3748	3904	49	93
130612	577	477	0	1
100423039	1	2	0	0
23363	9505	10099	407	627
